id_compra,dt_compra,cd_produto,qtde_vendida,vl_vendido,nm_cliente,perc_promocao
1632,2024-05-09,1034,3,75.67,Bruno Souza,0.15
1633,2024-06-16,1006,15,161.69,Helena Ribeiro,0.2
1634,2024-04-26,1029,12,223.32,Bruno Ferreira,0.15
1635,2024-06-15,1007,18,106.45,Bruno Silva,0.05
1636,2024-03-20,1020,7,236.46,Fernanda Costa,0.05
1637,2024-04-06,1020,1,168.14,Gabriel Souza,0.1
1638,2024-06-02,1037,13,288.79,Carlos Ribeiro,0.15
1639,2024-03-19,1036,13,165.84,Ana Ferreira,0.05
1640,2024-02-20,1046,5,258.64,Juliana Souza,0.15
1641,2024-05-27,1009,9,156.5,Gabriel Pereira,0.0
1642,2024-05-12,1026,15,211.3,Ana Pereira,0.05
1643,2024-01-03,1019,5,118.38,Ana Almeida,0.1
1644,2024-05-08,1045,9,181.53,Ana Silva,0.05
1645,2024-04-15,1025,10,108.68,Bruno Oliveira,0.05
1646,2024-03-08,1035,12,88.0,Daniela Silva,0.15
1647,2024-05-08,1025,18,106.7,Igor Oliveira,0.05
1648,2024-02-02,1009,6,159.02,Ana Martins,0.05
1649,2024-02-19,1049,8,208.19,Daniela Pereira,0.15
1650,2024-06-26,1002,17,19.71,Daniela Silva,0.05
1651,2024-04-21,1043,15,227.13,Igor Oliveira,0.05
1652,2024-04-22,1004,9,47.89,Bruno Souza,0.1
1653,2024-05-25,1043,1,113.92,Ana Ferreira,0.1
1654,2024-02-12,1014,14,51.36,Bruno Pereira,0.15
1655,2024-02-10,1041,11,298.03,Eduardo Martins,0.05
1656,2024-04-30,1005,17,78.04,Gabriel Almeida,0.0
1657,2024-03-21,1005,14,203.77,Ana Souza,0.1
1658,2024-03-14,1007,5,192.77,Ana Ferreira,0.0
1659,2024-05-08,1048,15,46.73,Carlos Lima,0.1
1660,2024-06-01,1003,2,96.06,Ana Martins,0.05
1661,2024-02-12,1027,17,281.86,Igor Almeida,0.1
1662,2024-06-11,1048,13,111.84,Daniela Martins,0.15
1663,2024-06-10,1001,17,213.59,Gabriel Pereira,0.2
1664,2024-05-10,1020,12,87.68,Juliana Ferreira,0.05
1665,2024-04-18,1016,10,126.92,Daniela Oliveira,0.15
1666,2024-05-27,1049,14,223.91,Carlos Oliveira,0.15
1667,2024-02-23,1037,7,154.12,Eduardo Souza,0.1
1668,2024-04-24,1032,18,286.57,Helena Pereira,0.2
1669,2024-03-06,1017,17,105.33,Helena Oliveira,0.2
1670,2024-06-21,1046,1,29.45,Ana Ferreira,0.15
1671,2024-04-19,1010,10,249.38,Eduardo Ribeiro,0.2
1672,2024-03-28,1044,19,243.28,Fernanda Lima,0.2
1673,2024-02-03,1017,15,244.81,Igor Silva,0.1
1674,2024-04-29,1013,5,96.4,Helena Ribeiro,0.1
1675,2024-04-10,1008,18,130.28,Helena Souza,0.05
1676,2024-03-24,1005,7,92.22,Daniela Ferreira,0.05
1677,2024-02-17,1005,4,30.88,Bruno Ribeiro,0.2
1678,2024-05-06,1029,16,84.63,Daniela Almeida,0.0
1679,2024-06-10,1048,11,265.16,Carlos Ribeiro,0.05
1680,2024-06-07,1023,7,111.25,Carlos Almeida,0.2
1681,2024-03-31,1004,2,70.7,Gabriel Costa,0.15
1682,2024-02-22,1022,4,93.94,Bruno Costa,0.2
1683,2024-06-25,1037,10,73.86,Fernanda Almeida,0.1
1684,2024-05-02,1032,14,192.73,Gabriel Pereira,0.0
1685,2024-06-29,1001,18,298.82,Juliana Ribeiro,0.15
1686,2024-02-25,1036,18,30.26,Gabriel Ferreira,0.2
1687,2024-04-12,1031,15,33.01,Juliana Pereira,0.15
1688,2024-02-26,1009,11,176.82,Carlos Martins,0.0
1689,2024-05-16,1008,19,20.89,Carlos Almeida,0.0
1690,2024-02-21,1001,18,70.04,Helena Almeida,0.15
1691,2024-06-29,1011,12,207.47,Bruno Silva,0.1
1692,2024-06-08,1032,7,170.3,Bruno Lima,0.05
1693,2024-01-10,1049,16,201.53,Juliana Almeida,0.0
1694,2024-03-19,1035,2,17.91,Daniela Martins,0.05
1695,2024-02-22,1043,7,207.86,Gabriel Almeida,0.05
1696,2024-03-21,1038,6,260.29,Igor Lima,0.0
1697,2024-06-23,1030,4,296.99,Carlos Souza,0.05
1698,2024-01-06,1050,10,225.08,Carlos Lima,0.1
1699,2024-01-20,1021,6,256.44,Juliana Lima,0.2
1700,2024-05-02,1043,7,26.84,Eduardo Ribeiro,0.05
1701,2024-04-21,1032,3,111.45,Eduardo Silva,0.1
1702,2024-02-29,1022,11,38.16,Juliana Martins,0.05
1703,2024-01-11,1027,11,71.6,Gabriel Silva,0.05
1704,2024-02-14,1017,12,117.72,Eduardo Lima,0.0
1705,2024-05-15,1005,16,267.38,Igor Silva,0.1
1706,2024-03-19,1043,20,23.6,Bruno Lima,0.05
1707,2024-02-23,1039,14,149.58,Ana Lima,0.0
1708,2024-01-26,1038,19,35.31,Daniela Oliveira,0.0
1709,2024-01-28,1039,15,29.02,Helena Lima,0.0
1710,2024-03-22,1010,17,44.4,Ana Ferreira,0.05
1711,2024-03-01,1006,8,66.82,Carlos Souza,0.1
1712,2024-04-15,1044,11,21.95,Daniela Costa,0.2
1713,2024-03-14,1041,6,12.47,Bruno Souza,0.0
1714,2024-05-20,1044,1,52.6,Ana Souza,0.05
1715,2024-05-14,1023,7,266.98,Fernanda Costa,0.05
1716,2024-05-12,1012,19,21.78,Gabriel Silva,0.05
1717,2024-01-31,1020,3,239.31,Juliana Costa,0.05
1718,2024-05-09,1039,9,273.7,Juliana Pereira,0.0
1719,2024-03-13,1026,16,195.11,Gabriel Costa,0.15
1720,2024-03-30,1022,4,160.94,Daniela Souza,0.2
1721,2024-04-01,1030,10,68.0,Bruno Costa,0.0
1722,2024-03-23,1011,13,243.76,Gabriel Almeida,0.0
1723,2024-03-16,1006,2,110.31,Daniela Silva,0.1
1724,2024-06-28,1021,5,160.33,Helena Souza,0.15
1725,2024-05-30,1005,9,109.64,Juliana Costa,0.0
1726,2024-03-13,1036,1,48.72,Helena Pereira,0.2
1727,2024-05-20,1013,19,250.86,Ana Ferreira,0.05
1728,2024-02-01,1011,20,77.82,Helena Pereira,0.1
1729,2024-06-25,1014,15,219.38,Eduardo Lima,0.1
1730,2024-05-20,1018,3,238.08,Juliana Ribeiro,0.15
1731,2024-06-23,1011,3,285.45,Carlos Almeida,0.15
1732,2024-01-29,1030,2,63.25,Bruno Almeida,0.05
1733,2024-01-13,1019,5,188.09,Eduardo Lima,0.1
1734,2024-04-17,1039,16,186.37,Bruno Almeida,0.2
1735,2024-01-09,1028,1,178.33,Gabriel Souza,0.05
1736,2024-05-29,1033,16,132.78,Igor Lima,0.15
1737,2024-01-19,1033,5,150.83,Helena Costa,0.1
1738,2024-05-24,1032,4,234.32,Eduardo Ribeiro,0.15
1739,2024-04-20,1013,19,197.4,Bruno Pereira,0.05
1740,2024-03-15,1003,18,96.4,Fernanda Ferreira,0.1
1741,2024-03-02,1010,11,15.99,Gabriel Costa,0.2
1742,2024-04-12,1030,9,117.01,Helena Oliveira,0.1
1743,2024-01-17,1009,19,223.94,Juliana Ferreira,0.1
1744,2024-02-23,1046,13,61.76,Igor Souza,0.2
1745,2024-03-15,1050,10,54.8,Helena Silva,0.15
1746,2024-02-18,1045,14,222.14,Juliana Costa,0.1
1747,2024-06-07,1007,8,124.83,Daniela Silva,0.15
1748,2024-03-30,1000,10,71.1,Daniela Silva,0.1
1749,2024-05-07,1025,12,205.71,Fernanda Costa,0.1
1750,2024-01-05,1017,7,156.15,Eduardo Silva,0.1
1751,2024-06-25,1050,4,27.96,Helena Lima,0.05
1752,2024-01-16,1036,12,226.15,Bruno Pereira,0.05
1753,2024-06-09,1006,14,96.44,Bruno Silva,0.15
1754,2024-03-22,1028,5,85.39,Fernanda Martins,0.05
1755,2024-01-30,1005,12,105.72,Gabriel Lima,0.2
1756,2024-03-26,1023,11,117.9,Bruno Ferreira,0.0
1757,2024-02-26,1049,12,259.34,Ana Lima,0.15
1758,2024-06-21,1031,9,170.49,Eduardo Souza,0.0
1759,2024-05-15,1049,15,35.93,Carlos Silva,0.15
1760,2024-01-18,1037,8,60.79,Gabriel Costa,0.0
1761,2024-05-13,1027,17,222.11,Carlos Pereira,0.2
1762,2024-01-07,1000,2,62.51,Daniela Costa,0.15
1763,2024-01-05,1022,3,272.47,Helena Ribeiro,0.05
1764,2024-03-27,1004,3,201.14,Gabriel Pereira,0.05
1765,2024-06-27,1019,6,19.8,Igor Ferreira,0.0
1766,2024-01-10,1020,2,290.95,Juliana Silva,0.0
1767,2024-05-21,1008,9,235.89,Ana Almeida,0.15
1768,2024-02-20,1026,7,299.6,Carlos Costa,0.2
1769,2024-01-24,1026,6,141.61,Carlos Silva,0.0
1770,2024-02-07,1012,4,293.2,Eduardo Oliveira,0.0
1771,2024-03-09,1049,8,287.16,Daniela Ribeiro,0.1
1772,2024-01-30,1015,14,97.05,Helena Lima,0.05
1773,2024-06-23,1006,12,74.24,Carlos Costa,0.0
1774,2024-05-10,1049,18,242.7,Ana Costa,0.1
1775,2024-06-03,1009,12,232.98,Carlos Ribeiro,0.15
1776,2024-03-24,1036,5,218.16,Ana Martins,0.2
1777,2024-03-27,1015,2,10.48,Igor Pereira,0.1
1778,2024-06-06,1009,4,221.66,Ana Ferreira,0.2
1779,2024-06-24,1043,3,89.16,Gabriel Martins,0.1
1780,2024-01-02,1023,8,81.07,Fernanda Ribeiro,0.1
1781,2024-02-13,1001,18,85.03,Eduardo Ribeiro,0.2
1782,2024-05-03,1044,13,269.66,Eduardo Souza,0.15
1783,2024-01-18,1020,13,55.59,Eduardo Oliveira,0.2
1784,2024-06-01,1018,7,99.68,Daniela Almeida,0.0
1785,2024-06-15,1025,12,161.15,Juliana Oliveira,0.2
1786,2024-03-14,1049,5,106.97,Daniela Martins,0.2
1787,2024-01-21,1031,20,261.56,Bruno Costa,0.2
1788,2024-05-21,1028,4,39.5,Gabriel Martins,0.2
1789,2024-01-11,1019,7,229.05,Ana Souza,0.15
1790,2024-06-12,1003,15,58.6,Igor Costa,0.2
1791,2024-06-17,1035,7,154.22,Igor Oliveira,0.0
1792,2024-02-10,1041,3,150.24,Gabriel Silva,0.2
1793,2024-05-16,1024,17,81.01,Ana Almeida,0.0
1794,2024-04-03,1043,8,197.69,Daniela Lima,0.05
1795,2024-06-19,1047,1,111.73,Gabriel Ribeiro,0.15
1796,2024-03-15,1001,17,189.3,Fernanda Almeida,0.05
1797,2024-04-21,1030,18,206.93,Igor Ribeiro,0.0
1798,2024-03-27,1035,3,284.19,Bruno Martins,0.2
1799,2024-02-24,1040,2,200.31,Carlos Lima,0.15
1800,2024-03-13,1044,20,171.0,Carlos Souza,0.1
1801,2024-01-26,1019,18,262.26,Helena Almeida,0.2
1802,2024-03-10,1025,20,268.73,Bruno Souza,0.0
1803,2024-02-19,1013,3,217.61,Ana Martins,0.2
1804,2024-05-29,1022,4,86.81,Carlos Souza,0.1
1805,2024-03-27,1017,16,254.45,Bruno Costa,0.1
1806,2024-05-14,1048,19,260.23,Juliana Ribeiro,0.2
1807,2024-01-30,1047,10,59.65,Daniela Lima,0.05
1808,2024-04-25,1026,18,191.24,Gabriel Silva,0.1
1809,2024-05-19,1009,15,69.27,Daniela Ferreira,0.05
1810,2024-05-30,1015,11,61.23,Bruno Oliveira,0.05
1811,2024-02-11,1029,12,67.97,Daniela Lima,0.1
1812,2024-05-31,1041,10,219.12,Daniela Oliveira,0.0
1813,2024-01-12,1007,15,193.32,Igor Pereira,0.2
1814,2024-04-23,1034,19,60.45,Igor Almeida,0.0
1815,2024-03-07,1043,2,193.08,Gabriel Costa,0.2
1816,2024-03-06,1022,7,106.84,Eduardo Ribeiro,0.2
1817,2024-02-19,1022,11,43.76,Fernanda Martins,0.1
1818,2024-05-26,1043,8,173.16,Juliana Silva,0.15
1819,2024-04-01,1002,5,261.82,Ana Pereira,0.2
1820,2024-05-13,1011,14,194.27,Ana Ribeiro,0.15
1821,2024-03-06,1046,14,12.48,Eduardo Costa,0.1
1822,2024-01-14,1008,20,160.97,Bruno Pereira,0.05
1823,2024-05-01,1050,2,118.89,Juliana Costa,0.15
1824,2024-06-14,1022,20,191.51,Daniela Pereira,0.15
1825,2024-03-16,1025,20,82.78,Fernanda Martins,0.2
1826,2024-04-06,1035,2,86.33,Helena Ribeiro,0.05
1827,2024-03-27,1046,1,76.59,Juliana Martins,0.2
1828,2024-03-03,1026,2,82.22,Fernanda Oliveira,0.2
1829,2024-03-26,1013,18,191.39,Daniela Silva,0.2
1830,2024-01-17,1037,13,259.06,Daniela Almeida,0.2
1831,2024-05-01,1028,13,27.06,Juliana Ribeiro,0.0
1832,2024-01-17,1021,11,82.3,Carlos Pereira,0.2
1833,2024-05-25,1030,13,191.27,Daniela Souza,0.2
1834,2024-03-06,1038,8,107.6,Eduardo Ferreira,0.05
1835,2024-05-07,1045,1,109.46,Igor Martins,0.0
1836,2024-02-16,1020,19,218.1,Carlos Almeida,0.15
1837,2024-03-31,1007,2,279.6,Daniela Ferreira,0.05
1838,2024-03-17,1041,1,128.4,Fernanda Costa,0.15
1839,2024-03-09,1033,4,119.35,Igor Lima,0.1
1840,2024-06-05,1035,20,24.95,Helena Pereira,0.05
1841,2024-01-26,1029,7,270.45,Helena Oliveira,0.1
1842,2024-01-16,1033,11,58.69,Carlos Souza,0.1
1843,2024-06-18,1032,18,260.28,Fernanda Martins,0.05
1844,2024-03-02,1040,14,75.64,Gabriel Almeida,0.05
1845,2024-03-10,1008,1,129.16,Igor Oliveira,0.0
1846,2024-06-03,1006,14,265.3,Igor Silva,0.15
1847,2024-06-14,1012,3,195.6,Ana Martins,0.15
1848,2024-06-25,1037,20,261.47,Bruno Oliveira,0.05
1849,2024-05-20,1027,15,36.4,Eduardo Almeida,0.1
1850,2024-06-25,1034,19,174.53,Ana Ferreira,0.0
1851,2024-05-12,1025,10,108.21,Juliana Oliveira,0.0
1852,2024-06-28,1037,2,271.25,Bruno Costa,0.2
1853,2024-03-31,1022,17,54.64,Helena Ribeiro,0.05
1854,2024-03-12,1043,16,101.05,Ana Silva,0.1
1855,2024-03-29,1047,2,185.53,Fernanda Oliveira,0.2
1856,2024-03-04,1044,20,239.63,Daniela Oliveira,0.2
1857,2024-01-14,1047,10,274.85,Igor Ferreira,0.2
1858,2024-04-16,1026,19,187.25,Helena Almeida,0.05
1859,2024-06-11,1039,17,197.96,Igor Almeida,0.2
1860,2024-05-23,1044,5,57.27,Gabriel Lima,0.15
1861,2024-06-15,1045,6,253.11,Juliana Ribeiro,0.1
1862,2024-02-11,1021,8,67.47,Eduardo Oliveira,0.05
1863,2024-02-15,1031,10,209.6,Igor Pereira,0.0
1864,2024-01-04,1027,15,295.44,Carlos Ferreira,0.0
1865,2024-06-27,1011,3,112.81,Juliana Costa,0.05
1866,2024-06-24,1033,16,228.94,Helena Silva,0.1
1867,2024-04-21,1037,5,54.46,Helena Oliveira,0.05
1868,2024-03-09,1043,18,241.5,Daniela Costa,0.2
1869,2024-04-22,1036,2,211.14,Ana Souza,0.2
1870,2024-04-15,1042,7,151.81,Igor Lima,0.05
1871,2024-04-07,1049,7,232.28,Fernanda Martins,0.0
1872,2024-04-24,1020,14,53.63,Bruno Silva,0.1
1873,2024-04-11,1012,14,266.37,Bruno Ferreira,0.0
1874,2024-01-09,1013,2,127.15,Bruno Souza,0.05
1875,2024-06-11,1000,14,29.31,Bruno Oliveira,0.1
1876,2024-02-06,1030,17,11.62,Gabriel Pereira,0.05
1877,2024-02-14,1033,17,192.27,Carlos Silva,0.1
1878,2024-06-02,1000,5,264.3,Carlos Oliveira,0.0
1879,2024-03-26,1029,7,268.79,Carlos Almeida,0.15
1880,2024-05-07,1013,9,84.84,Igor Silva,0.15
1881,2024-01-31,1037,10,145.3,Igor Ferreira,0.0
1882,2024-04-17,1001,3,40.94,Bruno Silva,0.05
1883,2024-05-29,1046,14,70.22,Carlos Martins,0.2
1884,2024-05-09,1043,2,231.58,Daniela Lima,0.2
1885,2024-05-26,1023,20,182.56,Fernanda Oliveira,0.2
1886,2024-03-15,1004,17,212.64,Carlos Ferreira,0.1
1887,2024-05-17,1026,16,285.16,Igor Silva,0.15
1888,2024-03-20,1043,10,96.61,Daniela Pereira,0.0
1889,2024-02-20,1030,17,263.12,Eduardo Silva,0.0
1890,2024-02-22,1018,8,59.02,Fernanda Silva,0.05
1891,2024-06-17,1013,5,247.9,Carlos Lima,0.05
1892,2024-03-27,1043,12,57.89,Carlos Ribeiro,0.0
1893,2024-04-02,1013,2,228.97,Igor Oliveira,0.05
1894,2024-01-15,1044,5,134.02,Bruno Costa,0.15
1895,2024-01-31,1039,3,71.36,Fernanda Ferreira,0.0
1896,2024-02-03,1050,14,139.97,Fernanda Silva,0.15
1897,2024-06-04,1023,15,223.78,Eduardo Lima,0.1
1898,2024-02-01,1041,13,101.51,Helena Pereira,0.05
1899,2024-04-29,1041,1,290.56,Bruno Souza,0.1
1900,2024-02-01,1025,10,150.41,Ana Lima,0.15
1901,2024-02-09,1009,1,82.79,Juliana Almeida,0.15
1902,2024-03-02,1000,19,44.79,Carlos Souza,0.05
1903,2024-03-07,1000,5,278.75,Carlos Ribeiro,0.2
1904,2024-06-24,1000,17,150.43,Eduardo Ribeiro,0.15
1905,2024-01-03,1021,19,195.76,Igor Ribeiro,0.15
1906,2024-04-11,1009,6,158.34,Helena Silva,0.05
1907,2024-03-30,1024,15,42.38,Gabriel Lima,0.2
1908,2024-04-05,1007,20,15.58,Fernanda Lima,0.15
1909,2024-03-07,1007,3,232.64,Daniela Almeida,0.1
1910,2024-06-22,1021,15,122.7,Helena Oliveira,0.2
1911,2024-06-28,1012,9,21.62,Eduardo Ferreira,0.0
1912,2024-03-12,1033,2,182.55,Gabriel Silva,0.2
1913,2024-02-17,1050,11,96.79,Daniela Souza,0.0
1914,2024-05-21,1035,7,183.69,Fernanda Souza,0.1
1915,2024-03-23,1032,8,285.94,Igor Oliveira,0.05
1916,2024-04-23,1043,18,41.6,Juliana Silva,0.0
1917,2024-06-19,1021,10,175.31,Igor Almeida,0.15
1918,2024-05-07,1040,4,240.61,Fernanda Pereira,0.0
1919,2024-02-22,1041,3,113.85,Igor Martins,0.05
1920,2024-03-29,1013,6,150.17,Eduardo Lima,0.2
1921,2024-03-02,1047,16,159.71,Bruno Pereira,0.0
1922,2024-06-27,1011,18,70.9,Bruno Ferreira,0.1
1923,2024-04-16,1035,7,237.28,Eduardo Ferreira,0.1
1924,2024-04-11,1048,17,89.03,Daniela Martins,0.15
1925,2024-06-10,1007,7,197.7,Daniela Oliveira,0.0
1926,2024-02-15,1013,17,18.92,Eduardo Oliveira,0.0
1927,2024-03-03,1042,17,103.12,Ana Souza,0.1
1928,2024-06-12,1002,16,207.82,Gabriel Almeida,0.05
1929,2024-02-27,1029,18,213.06,Eduardo Martins,0.05
1930,2024-02-10,1038,1,186.31,Fernanda Pereira,0.0
1931,2024-05-25,1043,1,278.51,Juliana Almeida,0.05
1932,2024-05-04,1044,16,61.59,Helena Pereira,0.2
1933,2024-01-01,1037,2,144.35,Ana Pereira,0.2
1934,2024-05-08,1021,20,238.27,Eduardo Silva,0.1
1935,2024-02-14,1042,14,287.32,Carlos Souza,0.05
1936,2024-03-12,1030,18,231.6,Eduardo Ribeiro,0.1
1937,2024-04-06,1032,11,265.52,Helena Oliveira,0.15
1938,2024-06-09,1023,2,243.16,Ana Costa,0.1
1939,2024-02-10,1003,18,56.03,Igor Almeida,0.2
1940,2024-04-01,1013,5,229.41,Helena Martins,0.1
1941,2024-03-25,1033,20,83.65,Helena Ferreira,0.2
1942,2024-01-28,1034,13,55.12,Helena Lima,0.2
1943,2024-04-23,1033,5,160.34,Bruno Oliveira,0.2
1944,2024-01-21,1028,14,280.13,Carlos Silva,0.15
1945,2024-05-01,1035,18,51.17,Juliana Lima,0.2
1946,2024-05-17,1006,12,113.89,Gabriel Costa,0.15
1947,2024-03-27,1035,8,167.42,Eduardo Lima,0.15
1948,2024-05-03,1014,12,82.99,Daniela Silva,0.05
1949,2024-02-13,1001,18,292.93,Daniela Martins,0.15
1950,2024-03-10,1037,14,23.43,Fernanda Ferreira,0.05
1951,2024-02-23,1015,14,96.17,Helena Silva,0.1
1952,2024-05-30,1013,17,57.75,Daniela Oliveira,0.0
1953,2024-05-29,1035,4,297.61,Gabriel Ribeiro,0.1
1954,2024-06-19,1002,17,72.85,Bruno Costa,0.2
1955,2024-01-19,1034,1,276.41,Eduardo Costa,0.0
1956,2024-06-28,1018,20,289.35,Bruno Ribeiro,0.05
1957,2024-06-27,1015,12,26.34,Ana Almeida,0.15
1958,2024-03-01,1033,17,287.61,Gabriel Pereira,0.15
1959,2024-06-17,1029,10,276.73,Igor Souza,0.15
1960,2024-03-03,1024,11,80.1,Helena Souza,0.05
1961,2024-05-23,1045,14,28.7,Juliana Martins,0.0
1962,2024-05-17,1017,4,234.52,Helena Silva,0.1
1963,2024-03-02,1042,20,69.68,Daniela Oliveira,0.15
1964,2024-05-05,1030,5,69.4,Daniela Oliveira,0.15
1965,2024-04-15,1012,14,168.01,Helena Souza,0.15
1966,2024-06-19,1026,19,70.65,Igor Silva,0.0
1967,2024-03-03,1022,9,86.79,Eduardo Almeida,0.05
1968,2024-03-04,1034,2,296.83,Ana Costa,0.0
1969,2024-06-05,1032,18,225.65,Daniela Ferreira,0.0
1970,2024-04-13,1002,8,104.8,Bruno Ferreira,0.05
1971,2024-02-11,1011,11,152.39,Helena Costa,0.0
1972,2024-04-21,1024,16,68.58,Daniela Ribeiro,0.15
1973,2024-06-04,1038,15,11.99,Bruno Lima,0.15
1974,2024-05-21,1016,11,241.23,Daniela Ferreira,0.0
1975,2024-06-14,1024,3,71.71,Gabriel Souza,0.1
1976,2024-01-04,1012,11,255.42,Daniela Pereira,0.2
1977,2024-05-21,1027,11,225.88,Daniela Oliveira,0.0
1978,2024-03-03,1045,13,214.64,Daniela Oliveira,0.05
1979,2024-01-13,1048,11,102.24,Helena Costa,0.15
1980,2024-02-24,1023,1,162.67,Eduardo Lima,0.05
1981,2024-06-03,1011,2,40.8,Juliana Costa,0.2
1982,2024-06-07,1037,2,289.44,Fernanda Costa,0.2
1983,2024-04-11,1047,3,187.99,Helena Silva,0.15
1984,2024-06-23,1033,4,195.84,Ana Almeida,0.0
1985,2024-05-22,1032,11,56.63,Eduardo Lima,0.15
1986,2024-06-05,1049,14,204.52,Helena Almeida,0.1
1987,2024-05-07,1023,3,272.41,Juliana Almeida,0.05
1988,2024-03-01,1023,15,45.84,Eduardo Ribeiro,0.1
1989,2024-06-20,1037,18,267.19,Carlos Martins,0.05
1990,2024-02-17,1050,10,109.8,Daniela Lima,0.0
1991,2024-03-21,1038,5,281.06,Ana Silva,0.0
1992,2024-03-07,1027,15,121.12,Gabriel Pereira,0.0
1993,2024-02-06,1042,19,39.74,Igor Ribeiro,0.05
1994,2024-03-16,1050,1,67.83,Carlos Ferreira,0.15
1995,2024-01-20,1046,13,83.85,Carlos Costa,0.15
1996,2024-02-21,1008,16,288.78,Fernanda Lima,0.0
1997,2024-02-10,1029,16,76.27,Daniela Martins,0.0
1998,2024-05-31,1009,19,224.52,Juliana Costa,0.0
1999,2024-02-20,1028,4,274.9,Igor Ribeiro,0.1
2000,2024-01-15,1000,15,39.58,Carlos Martins,0.0
2001,2024-05-01,1037,2,287.76,Helena Souza,0.2
2002,2024-02-14,1049,7,242.68,Daniela Ribeiro,0.15
2003,2024-06-10,1050,11,33.84,Fernanda Lima,0.05
2004,2024-02-09,1048,9,17.22,Juliana Silva,0.1
2005,2024-01-16,1049,3,200.45,Ana Martins,0.0
2006,2024-05-09,1019,11,130.91,Bruno Silva,0.0
2007,2024-05-23,1007,16,23.86,Gabriel Ferreira,0.0
2008,2024-06-17,1017,10,205.43,Eduardo Pereira,0.15
2009,2024-02-25,1046,15,225.1,Igor Ferreira,0.1
2010,2024-02-12,1029,2,234.45,Juliana Martins,0.2
2011,2024-06-03,1027,19,229.15,Daniela Lima,0.15
2012,2024-06-03,1033,16,266.36,Bruno Ribeiro,0.0
2013,2024-01-02,1024,18,225.59,Helena Martins,0.15
2014,2024-05-17,1028,6,29.9,Bruno Martins,0.2
2015,2024-05-07,1048,16,253.15,Eduardo Ribeiro,0.2
2016,2024-04-26,1042,4,247.34,Ana Ribeiro,0.0
2017,2024-01-30,1014,1,127.58,Daniela Oliveira,0.05
2018,2024-02-17,1027,16,120.7,Daniela Lima,0.0
2019,2024-02-29,1015,9,288.21,Carlos Oliveira,0.05
2020,2024-05-06,1050,6,121.33,Juliana Ferreira,0.05
2021,2024-05-05,1041,3,160.62,Fernanda Ferreira,0.2
2022,2024-02-14,1022,11,271.11,Igor Pereira,0.2
2023,2024-06-27,1045,3,38.34,Ana Oliveira,0.0
2024,2024-02-17,1006,8,259.1,Fernanda Souza,0.05
2025,2024-01-15,1043,20,44.62,Eduardo Ferreira,0.0
2026,2024-03-05,1036,10,89.05,Juliana Ribeiro,0.15
2027,2024-06-29,1025,11,258.62,Gabriel Pereira,0.15
2028,2024-02-05,1005,7,121.4,Ana Silva,0.2
2029,2024-06-08,1050,11,52.38,Ana Ferreira,0.05
2030,2024-01-26,1049,16,283.36,Daniela Silva,0.1
2031,2024-06-29,1045,6,37.42,Eduardo Souza,0.2
2032,2024-04-16,1001,8,42.9,Bruno Martins,0.15
2033,2024-06-27,1014,14,149.87,Carlos Souza,0.05
2034,2024-01-06,1038,2,21.0,Ana Pereira,0.1
2035,2024-06-03,1022,1,49.48,Bruno Ribeiro,0.15
2036,2024-01-11,1037,2,232.55,Juliana Silva,0.15
2037,2024-03-06,1042,17,209.82,Eduardo Silva,0.05
2038,2024-01-01,1038,5,192.99,Eduardo Pereira,0.05
2039,2024-02-17,1015,16,137.95,Juliana Silva,0.15
2040,2024-06-20,1034,10,130.04,Carlos Lima,0.1
2041,2024-06-05,1020,3,87.79,Eduardo Almeida,0.15
2042,2024-05-30,1029,4,251.19,Ana Oliveira,0.1
2043,2024-06-05,1018,14,120.27,Juliana Almeida,0.05
2044,2024-01-23,1021,17,180.45,Juliana Costa,0.0
2045,2024-05-15,1000,17,133.81,Bruno Costa,0.2
2046,2024-06-09,1034,12,23.46,Igor Pereira,0.05
2047,2024-05-01,1004,16,262.47,Helena Oliveira,0.0
2048,2024-06-09,1020,19,242.34,Daniela Ribeiro,0.1
2049,2024-03-26,1024,16,193.05,Daniela Martins,0.05
2050,2024-04-05,1025,17,137.87,Juliana Lima,0.05
2051,2024-03-06,1050,19,198.59,Juliana Souza,0.1
2052,2024-03-14,1038,9,96.42,Ana Martins,0.0
2053,2024-01-02,1031,9,181.82,Carlos Oliveira,0.2
2054,2024-02-08,1040,12,275.65,Fernanda Oliveira,0.0
2055,2024-02-26,1017,10,298.28,Juliana Ribeiro,0.2
2056,2024-05-15,1004,3,141.25,Helena Costa,0.2
2057,2024-04-21,1040,11,238.52,Helena Lima,0.2
2058,2024-02-04,1026,7,204.45,Eduardo Lima,0.1
2059,2024-02-16,1002,18,208.06,Carlos Costa,0.05
2060,2024-06-20,1031,18,24.64,Ana Souza,0.1
2061,2024-01-30,1015,8,64.73,Igor Souza,0.15
2062,2024-05-04,1041,14,171.38,Daniela Costa,0.15
2063,2024-01-17,1032,19,177.78,Ana Ferreira,0.2
2064,2024-03-23,1016,11,290.24,Fernanda Martins,0.15
2065,2024-02-21,1038,13,148.94,Daniela Costa,0.2
2066,2024-02-23,1022,5,148.25,Eduardo Lima,0.0
2067,2024-04-27,1006,13,290.64,Gabriel Lima,0.05
2068,2024-06-23,1049,13,162.65,Carlos Silva,0.05
2069,2024-06-08,1031,12,149.56,Eduardo Lima,0.1
